anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
70773,70770,142080,Hip-Hop,Hip-Hop,Electronic,12560,12560,21330,14476,14476,21394,"[21, 542]","[21, 542]","[337, 468, 15]"
132117,26026,12376,Hip-Hop,Hip-Hop,Pop,19900,4918,2989,21644,4454,3318,[21],[21],[10]
75427,75425,6857,Hip-Hop,Hip-Hop,Folk,13250,13250,2041,12271,12271,16207,"[539, 21]","[539, 21]","[33, 17]"
49476,71248,139523,Hip-Hop,Hip-Hop,Folk,9417,12639,20985,11216,14544,19841,[21],"[100, 21]","[17, 103]"
129675,30058,36275,Hip-Hop,Hip-Hop,International,19541,6391,7411,17125,7473,8688,[21],[21],"[2, 118]"
134610,26013,107391,Hip-Hop,Hip-Hop,Rock,20206,4918,16717,21888,4454,18754,[21],[21],"[101, 12, 109, 25, 31]"
64523,69826,25233,Hip-Hop,Hip-Hop,International,11626,12415,5520,13476,14320,6494,[21],"[539, 21]","[130, 2]"
58213,40541,26655,Hip-Hop,Hip-Hop,Electronic,10750,8034,5795,12612,5934,6747,[21],"[100, 21]","[182, 15]"
78845,110765,12691,Hip-Hop,Hip-Hop,International,13584,17152,3054,15601,16031,3420,"[83, 100, 21]",[21],"[2, 79]"
110774,32755,82892,Hip-Hop,Hip-Hop,Folk,17152,6803,14058,16031,8021,16067,[21],[21],[17]
136468,142085,4838,Hip-Hop,Hip-Hop,Rock,20500,18166,1433,14456,19803,1119,[21],[21],[12]
11803,123971,109356,Hip-Hop,Hip-Hop,Rock,2899,18752,16970,3203,20707,15300,[21],"[539, 21]","[66, 12, 89, 27, 25]"
113030,146716,112587,Hip-Hop,Hip-Hop,Experimental,17421,21896,17369,19302,23349,19258,[21],[21],"[38, 6, 1193, 16, 763]"
131426,103808,22000,Hip-Hop,Hip-Hop,Pop,19793,16315,4869,18872,18156,5828,[21],[21],"[10, 76]"
71231,141564,142565,Hip-Hop,Hip-Hop,International,12637,21277,21404,14543,22568,22684,"[100, 21]","[100, 21]","[2, 79]"
113034,11792,60533,Hip-Hop,Hip-Hop,International,17422,2898,11075,12207,3089,12974,"[539, 100, 21]",[21],"[130, 2, 524]"
71216,110756,142564,Hip-Hop,Hip-Hop,International,12636,17152,21404,14543,16031,22684,"[100, 21]",[21],"[2, 79]"
69826,103800,129887,Hip-Hop,Hip-Hop,International,12415,16314,19574,14320,18156,21420,"[539, 21]",[21],"[2, 79]"
56499,44236,75443,Hip-Hop,Hip-Hop,Instrumental,10440,8660,13251,4035,6048,3951,"[811, 21]",[21],"[107, 18, 1235]"
4684,141166,136709,Hip-Hop,Hip-Hop,Rock,1131,7414,20532,618,8691,22091,[21],"[100, 21]","[404, 27, 12, 85]"
11792,142670,85421,Hip-Hop,Hip-Hop,Pop,2898,21430,14405,3089,22688,16470,[21],"[811, 83, 100, 21]",[10]
11776,108836,38784,Hip-Hop,Hip-Hop,International,2898,16893,7753,3089,3593,9237,[21],[21],"[177, 2]"
64631,97980,148231,Hip-Hop,Hip-Hop,Folk,11651,15863,22099,13493,17695,22428,"[811, 21]",[21],"[33, 17, 103]"
11794,75746,56648,Hip-Hop,Hip-Hop,Rock,2898,13285,10460,3089,12271,12289,[21],"[539, 21]","[12, 404, 85]"
75383,114047,13378,Hip-Hop,Hip-Hop,Pop,13248,17582,3177,12271,19459,3652,"[539, 21]",[21],[10]
142360,55102,11200,Hip-Hop,Hip-Hop,Pop,21372,10277,2749,16031,12085,2881,[21],"[811, 21]",[10]
67793,128443,91186,Hip-Hop,Hip-Hop,International,12144,19381,15103,11677,21147,17040,[21],[21],"[177, 2]"
60472,110772,127661,Hip-Hop,Hip-Hop,Instrumental,11069,17152,19290,12964,16031,19461,[21],[21],"[18, 1235]"
36997,145742,107591,Hip-Hop,Hip-Hop,Folk,7492,21775,16749,6274,18872,18755,[21],[21],[17]
30059,75930,144487,Hip-Hop,Hip-Hop,Experimental,6391,13303,21585,7473,15323,22994,[21],"[811, 21]","[1, 38]"
75376,83718,75437,Hip-Hop,Hip-Hop,Instrumental,13247,14145,13251,12271,7473,3951,[21],[21],"[107, 18, 1235]"
146726,695,87967,Hip-Hop,Hip-Hop,Folk,21896,197,14793,23348,138,16824,[21],[21],[17]
149951,36990,43517,Hip-Hop,Hip-Hop,International,22221,7492,8534,11979,6274,10174,[21],[21],"[130, 2, 741]"
70657,110736,138410,Hip-Hop,Hip-Hop,Folk,12548,17151,20800,14456,18921,9765,[21],[21],"[17, 103]"
64630,114048,53576,Hip-Hop,Hip-Hop,Folk,11651,17582,10016,13493,19459,11874,"[811, 21]",[21],"[17, 103]"
98551,131016,63045,Hip-Hop,Hip-Hop,Rock,15947,19733,11430,12271,21503,7916,"[539, 21]",[21],"[89, 66, 12, 25]"
123975,143290,131453,Hip-Hop,Hip-Hop,Pop,18752,21505,19796,20707,22552,21568,"[539, 21]",[21],[10]
55120,123966,40180,Hip-Hop,Hip-Hop,Experimental,10278,18752,7972,12085,20707,9456,"[811, 21]","[539, 21]","[41, 514, 38]"
145744,75751,133972,Hip-Hop,Hip-Hop,Instrumental,21775,13285,20124,18872,12271,21858,[21],"[539, 21]","[18, 1235]"
78834,36994,40139,Hip-Hop,Hip-Hop,Rock,13583,7492,7967,15601,6274,9417,"[83, 100, 21]",[21],"[66, 12]"
11764,89859,27164,Hip-Hop,Hip-Hop,Pop,2898,14962,5634,3089,16894,6640,[21],"[539, 21]","[10, 76]"
30041,141562,14601,Hip-Hop,Hip-Hop,International,6390,21277,3376,7473,22568,4053,[21],"[100, 21]","[2, 92, 214]"
144172,61172,59679,Hip-Hop,Hip-Hop,International,21557,11173,10956,14543,12085,12853,"[539, 100, 21]","[539, 21]",[2]
63805,98582,150064,Hip-Hop,Hip-Hop,Folk,11519,15949,22379,5334,15196,23106,[21],"[539, 21]","[17, 103]"
11767,146716,117611,Hip-Hop,Hip-Hop,Instrumental,2898,21896,18055,3089,23349,19461,[21],[21],"[18, 1235]"
145747,64515,123003,Hip-Hop,Hip-Hop,Electronic,21776,11625,18613,16031,13476,19102,[21],[21],"[400, 468, 182, 15]"
71241,94465,76077,Hip-Hop,Hip-Hop,International,12639,15500,13312,14544,3593,15393,"[100, 21]",[21],"[2, 130]"
12173,56496,86140,Hip-Hop,Hip-Hop,Experimental,2964,10440,14519,3216,4035,16508,[21],"[811, 21]","[1, 38, 247]"
56495,19439,119719,Hip-Hop,Hip-Hop,Folk,10440,4412,18274,4035,5207,14571,"[811, 21]",[21],"[17, 103]"
71246,119991,6370,Hip-Hop,Hip-Hop,International,12639,18314,1983,14544,20156,1835,"[100, 21]",[21],"[2, 118]"
7481,154307,80775,Hip-Hop,Hip-Hop,International,2095,22780,13827,1953,23208,15839,[21],"[811, 539, 21]","[2, 130, 102, 1032, 524]"
131426,71172,58117,Hip-Hop,Hip-Hop,Pop,19793,12630,2107,18872,11213,803,[21],"[811, 21]",[10]
64519,110070,114941,Hip-Hop,Hip-Hop,International,11625,17048,17717,13476,16031,18030,[21],[21],"[2, 102, 130]"
20469,11839,115271,Hip-Hop,Hip-Hop,International,4612,2900,17754,5443,3094,18008,[21],[21],"[2, 118, 130]"
11768,147265,127287,Hip-Hop,Hip-Hop,Pop,2898,21966,19243,3089,22006,21078,[21],[21],[10]
119941,110084,111401,Hip-Hop,Hip-Hop,Pop,18304,17048,17220,20153,16031,16362,"[539, 21]",[21],"[10, 76]"
36302,98628,119369,Hip-Hop,Hip-Hop,Experimental,7415,15954,18248,8693,17784,1885,"[100, 21]","[539, 21]","[1, 186, 38, 30]"
11791,64515,13571,Hip-Hop,Hip-Hop,Electronic,2898,11625,3194,3089,13476,3710,[21],[21],"[337, 15]"
11803,11777,107805,Hip-Hop,Hip-Hop,Rock,2899,2898,16782,3203,3089,18798,[21],[21],"[12, 31]"
57823,98576,53862,Hip-Hop,Hip-Hop,Electronic,10661,15949,10062,12533,15196,11579,"[811, 21]","[539, 21]","[296, 15]"
105685,98577,24512,Hip-Hop,Hip-Hop,Experimental,16508,15949,5377,18571,15196,6301,"[539, 21]","[539, 21]","[41, 186, 38]"
67793,26026,3778,Hip-Hop,Hip-Hop,International,12144,4918,940,11677,4454,932,[21],[21],"[2, 117, 46]"
61884,121322,19760,Hip-Hop,Hip-Hop,Pop,11236,18416,4500,7473,20304,5283,[21],"[811, 539, 100, 21]",[10]
70660,132954,36097,Hip-Hop,Hip-Hop,Electronic,12548,20011,7379,14456,21462,5978,[21],"[539, 21]",[15]
149118,56498,131942,Hip-Hop,Hip-Hop,International,22221,10440,19874,11979,4035,21620,[21],"[811, 21]","[2, 118, 102]"
99095,98576,12045,Hip-Hop,Hip-Hop,Folk,16020,15949,2930,16031,15196,77,[21],"[539, 21]",[17]
108847,114037,27455,Hip-Hop,Hip-Hop,Experimental,16894,17582,5939,16031,19459,281,[21],[21],"[38, 47]"
24426,17782,47202,Hip-Hop,Hip-Hop,Experimental,5347,4065,9034,6274,4879,7050,[21],[21],[38]
142669,94467,86725,Hip-Hop,Hip-Hop,Experimental,21430,15500,14607,22688,3593,11364,"[811, 83, 100, 21]",[21],"[514, 38]"
141561,113032,86081,Hip-Hop,Hip-Hop,Experimental,21277,17421,14510,22568,19302,14783,"[100, 21]",[21],"[456, 38]"
69904,97986,13562,Hip-Hop,Hip-Hop,Electronic,12434,15864,3194,14328,17695,3703,[21],[21],"[286, 15]"
149689,137900,122645,Hip-Hop,Hip-Hop,Instrumental,10174,20720,18567,11979,14456,20108,[21],[21],"[18, 1235]"
129920,119994,136404,Hip-Hop,Hip-Hop,Rock,19576,18314,20488,21421,20156,22051,"[539, 21]",[21],"[25, 12, 31]"
75415,123981,110681,Hip-Hop,Hip-Hop,Experimental,13250,18754,17141,12271,20709,16239,"[539, 21]",[21],"[224, 38, 47]"
121315,64988,56689,Hip-Hop,Hip-Hop,International,18416,11726,10471,20304,13533,12294,"[811, 539, 100, 21]","[811, 21]","[2, 79]"
105451,11791,121590,Hip-Hop,Hip-Hop,Pop,16471,2898,18449,3226,3089,20325,[21],[21],[10]
129914,24422,108038,Hip-Hop,Hip-Hop,Rock,19576,5347,16812,21421,6274,18817,"[539, 21]",[21],"[26, 12, 31]"
72781,110779,81613,Hip-Hop,Hip-Hop,Instrumental,12921,17152,13928,3593,16031,7168,[21],[21],"[18, 1235]"
116390,91309,145553,Hip-Hop,Hip-Hop,Folk,17918,15118,21746,8693,17014,23195,"[811, 21]",[21],"[17, 103]"
78850,11918,64556,Hip-Hop,Hip-Hop,Folk,13584,2905,11632,15601,3070,13479,"[83, 100, 21]",[21],"[33, 17]"
12531,69563,67363,Hip-Hop,Hip-Hop,Pop,3011,12353,12066,3378,14261,13995,[21],[21],"[10, 76]"
78998,113031,132795,Hip-Hop,Hip-Hop,Pop,13604,17421,19984,9224,19302,12953,[21],[21],"[10, 76]"
114042,73551,143059,Hip-Hop,Hip-Hop,Electronic,17582,13022,21463,19459,14456,22774,[21],[21],"[184, 42, 236, 15]"
108500,75936,43020,Hip-Hop,Hip-Hop,International,16872,13303,8426,18881,15323,10060,"[539, 21]","[811, 21]","[2, 172]"
56640,98613,91089,Hip-Hop,Hip-Hop,Electronic,10458,15952,15087,11216,17784,17022,[21],"[539, 21]","[184, 337, 15]"
75399,142668,26643,Hip-Hop,Hip-Hop,Rock,13248,21430,5793,12271,22688,6742,"[539, 21]","[811, 83, 100, 21]","[404, 58, 12, 85]"
144741,86678,104277,Hip-Hop,Hip-Hop,Electronic,21613,14597,16363,21888,8665,18289,[21],[21],"[297, 468, 15]"
78841,55102,96935,Hip-Hop,Hip-Hop,Rock,13583,10277,15726,15601,12085,17496,"[83, 100, 21]","[811, 21]","[25, 12, 109]"
98581,107027,91085,Hip-Hop,Hip-Hop,Electronic,15949,16672,15087,15196,12085,17022,"[539, 21]",[21],"[184, 337, 15]"
11781,71253,93919,Hip-Hop,Hip-Hop,Instrumental,2898,12639,15433,3089,14544,13262,[21],"[100, 21]","[107, 1235]"
72129,64625,109902,Hip-Hop,Hip-Hop,Folk,12793,11651,17031,14456,13493,19031,[21],"[811, 21]","[17, 103]"
30058,56493,87377,Hip-Hop,Hip-Hop,Electronic,6391,10440,14710,7473,4035,16743,[21],"[811, 21]","[400, 42, 182, 15]"
7483,123440,45513,Hip-Hop,Hip-Hop,Folk,2095,18671,8848,1953,20648,10469,[21],"[539, 100, 21]",[17]
129914,108496,113264,Hip-Hop,Hip-Hop,International,19576,16872,17457,21421,18877,19362,"[539, 21]","[539, 21]",[2]
105685,26010,48863,Hip-Hop,Hip-Hop,Experimental,16508,4918,9335,18571,4454,10154,"[539, 21]",[21],"[456, 250, 38]"
132954,141164,44796,Hip-Hop,Hip-Hop,Experimental,20011,7414,8698,21462,8691,10353,"[539, 21]","[100, 21]","[360, 38, 6]"
97987,146683,111579,Hip-Hop,Hip-Hop,Experimental,15864,21895,17179,17695,3593,19064,[21],[21],"[224, 38]"
132965,110765,23016,Hip-Hop,Hip-Hop,Electronic,20011,17152,5037,21462,16031,6037,"[539, 21]",[21],[15]
64989,146683,47661,Hip-Hop,Hip-Hop,Folk,11726,21895,9134,13533,3593,7305,"[811, 21]",[21],"[17, 94]"
144181,72789,25235,Hip-Hop,Hip-Hop,International,21558,12921,5520,22809,3593,6494,"[539, 100, 21]",[21],"[130, 2]"
78998,79610,126414,Hip-Hop,Hip-Hop,Instrumental,13604,13668,19106,9224,15701,19461,[21],[21],"[18, 1235]"
110772,124702,87068,Hip-Hop,Hip-Hop,Electronic,17152,18850,14644,16031,11979,16672,[21],[21],"[337, 42, 15]"
55113,69824,111149,Hip-Hop,Hip-Hop,Instrumental,10278,12415,17186,12085,14320,16986,"[539, 21]","[539, 21]","[267, 1235]"
64629,123979,64366,Hip-Hop,Hip-Hop,Pop,11651,18752,11595,13493,20707,13451,"[811, 21]","[539, 21]",[10]
145741,145747,62748,Hip-Hop,Hip-Hop,Pop,21775,21776,11373,18872,16031,13262,[21],[21],"[10, 362]"
113036,134610,42240,Hip-Hop,Hip-Hop,International,17422,20206,8275,12207,21888,1838,"[539, 100, 21]",[21],[2]
142082,14365,44918,Hip-Hop,Hip-Hop,Rock,18166,3344,8723,19803,3967,10382,[21],"[100, 21]","[58, 12, 85]"
121318,71175,56648,Hip-Hop,Hip-Hop,Rock,18416,12630,10460,20304,11213,12289,"[811, 539, 100, 21]","[811, 21]","[12, 404, 85]"
71240,128666,83911,Hip-Hop,Hip-Hop,Experimental,12639,19401,14168,14544,17125,16174,"[100, 21]",[21],"[1, 186, 38]"
13804,10192,92466,Hip-Hop,Hip-Hop,Electronic,2517,2517,15298,2430,2430,14670,"[100, 21]","[100, 21]","[181, 182, 15]"
30043,71692,124912,Hip-Hop,Hip-Hop,Electronic,6390,12691,18874,7473,14456,20826,[21],[21],"[42, 15, 337, 401, 181]"
105827,71690,92548,Hip-Hop,Hip-Hop,Electronic,16526,12691,15313,18584,14456,13826,"[100, 21]",[21],"[400, 495, 182, 15]"
113031,129807,137152,Hip-Hop,Hip-Hop,Electronic,17421,19557,20592,19302,21393,19056,[21],"[811, 21, 542]","[337, 495, 15]"
72783,146148,46058,Hip-Hop,Hip-Hop,Experimental,12921,21837,8878,3593,23260,10563,[21],[21],"[1, 38, 41]"
55097,89848,9962,Hip-Hop,Hip-Hop,Rock,10277,14962,2462,12085,16894,15690,"[811, 21]","[539, 21]","[64, 25, 12]"
11789,36985,16743,Hip-Hop,Hip-Hop,International,2898,7492,3815,3089,6274,4621,[21],[21],"[81, 2, 92]"
43844,123974,6674,Hip-Hop,Hip-Hop,Experimental,8605,18752,1883,6422,20707,1771,[21],"[539, 21]","[32, 38]"
142666,116388,77519,Hip-Hop,Hip-Hop,Experimental,21430,17918,13456,22688,8693,14774,"[811, 83, 100, 21]","[811, 21]","[224, 1, 38]"
98565,124702,131797,Hip-Hop,Hip-Hop,Instrumental,15948,18850,19855,15196,11979,19685,"[539, 21]",[21],"[267, 1235]"
91306,43858,86487,Hip-Hop,Hip-Hop,Instrumental,15117,8608,14566,11216,3738,16611,[21],"[811, 21]","[267, 1235]"
146725,89846,139991,Hip-Hop,Hip-Hop,Electronic,21896,14962,21068,23348,16894,21345,[21],"[539, 21]","[337, 182, 15]"
150287,149690,118498,Hip-Hop,Hip-Hop,Experimental,22410,10174,18153,16031,11979,20038,[21],[21],[38]
128441,71240,7375,Hip-Hop,Hip-Hop,Experimental,19381,12639,1685,16031,14544,10,[21],"[100, 21]","[38, 22]"
128441,112468,44355,Hip-Hop,Hip-Hop,Experimental,19381,17352,8672,16031,16031,7561,[21],[21],"[1, 38, 41]"
146724,64631,148612,Hip-Hop,Hip-Hop,Pop,21896,11651,22158,23348,13493,23605,[21],"[811, 21]",[10]
108491,108841,141285,Hip-Hop,Hip-Hop,Instrumental,16872,16893,21242,18877,3593,22551,"[539, 21]",[21],"[107, 18, 1235]"
75936,5,81082,Hip-Hop,Hip-Hop,Folk,13303,1,13865,15323,1,15865,"[811, 21]",[21],"[33, 17]"
63747,10698,142098,Hip-Hop,Hip-Hop,Instrumental,11236,2645,21337,7473,2631,21803,[21],[21],"[107, 18, 1235]"
49479,11784,122352,Hip-Hop,Hip-Hop,Folk,9417,2898,18525,3168,3089,20475,[21],[21],"[17, 103]"
6605,58213,79975,Hip-Hop,Hip-Hop,Experimental,2011,10750,14621,1882,12612,15760,[21],[21],"[38, 30]"
114268,13749,114389,Hip-Hop,Hip-Hop,Electronic,17607,3230,17629,18587,3771,19496,"[811, 21]",[21],"[468, 15]"
147265,111938,25235,Hip-Hop,Hip-Hop,International,21966,17282,5520,22006,19201,6494,[21],"[539, 21]","[130, 2]"
107031,141168,117626,Hip-Hop,Hip-Hop,Instrumental,16672,7414,18056,12085,8691,19888,[21],"[100, 21]",[1235]
142361,11769,116372,Hip-Hop,Hip-Hop,Experimental,21372,2898,17913,16031,3089,16194,[21],[21],"[1, 38, 30]"
97568,142666,113343,Hip-Hop,Hip-Hop,Folk,15804,21430,17470,17853,22688,1331,"[539, 21]","[811, 83, 100, 21]","[17, 103]"
49476,110772,114396,Hip-Hop,Hip-Hop,Rock,9417,17152,17630,11216,16031,19498,[21],[21],"[26, 12]"
71228,22296,144472,Hip-Hop,Hip-Hop,Folk,12637,4920,21583,14543,661,3475,"[100, 21]",[21],"[17, 103]"
137896,43911,129442,Hip-Hop,Hip-Hop,Folk,20720,8614,19517,14456,3738,21300,[21],[21],"[17, 103]"
36983,75381,139532,Hip-Hop,Hip-Hop,Instrumental,7492,13247,20988,6274,12271,22370,[21],[21],[1235]
144173,142669,44781,Hip-Hop,Hip-Hop,Experimental,21557,21430,8696,14543,22688,7499,"[539, 100, 21]","[811, 83, 100, 21]","[360, 38, 6]"
24421,136468,126675,Hip-Hop,Hip-Hop,Rock,5347,20500,19146,6274,14456,21027,[21],[21],"[66, 12]"
78847,130440,64093,Hip-Hop,Hip-Hop,Experimental,13584,19640,11566,15601,21503,7503,"[83, 100, 21]",[21],[38]
64626,107030,85423,Hip-Hop,Hip-Hop,Pop,11651,16672,14405,13493,12085,16470,"[811, 21]",[21],[10]
98619,98550,129268,Hip-Hop,Hip-Hop,Rock,15953,15947,19494,17784,12271,21287,"[539, 21]","[539, 21]","[66, 12]"
71690,40542,4232,Hip-Hop,Hip-Hop,International,12691,8034,760,14456,5934,1259,[21],"[100, 21]","[2, 92, 102]"
86415,11789,145041,Hip-Hop,Hip-Hop,Electronic,14551,2898,21644,16031,3089,21061,[21],[21],"[296, 182, 15]"
56498,75417,113530,Hip-Hop,Hip-Hop,Rock,10440,13250,17496,4035,12271,9856,"[811, 21]","[539, 21]","[26, 12, 31]"
142360,110744,141,Hip-Hop,Hip-Hop,Folk,21372,17152,60,16031,16031,54,[21],[21],[17]
43844,147267,106463,Hip-Hop,Hip-Hop,Rock,8605,21966,16589,6422,22006,18665,[21],[21],"[25, 12, 111]"
54753,61172,65488,Hip-Hop,Hip-Hop,Electronic,10239,11173,11796,11216,12085,13637,[21],"[539, 21]","[42, 495, 15]"
36302,75380,87192,Hip-Hop,Hip-Hop,Pop,7415,13247,14663,8693,12271,16692,"[100, 21]",[21],[10]
110070,75752,129926,Hip-Hop,Hip-Hop,International,17048,13285,19578,16031,12271,21423,[21],"[539, 21]","[504, 2, 46]"
114049,57820,45393,Hip-Hop,Hip-Hop,Instrumental,17582,10661,8832,19459,12533,10458,[21],"[811, 21]","[107, 1235]"
52579,71247,17588,Hip-Hop,Hip-Hop,Electronic,9864,12639,950,11677,14544,354,[21],"[100, 21]",[15]
24432,69824,108155,Hip-Hop,Hip-Hop,Rock,5347,12415,16823,6274,14320,18831,[21],"[539, 21]","[25, 12, 109]"
137898,108799,79977,Hip-Hop,Hip-Hop,Experimental,20720,16889,14621,14456,18921,15760,[21],[21],"[38, 30]"
100949,149689,60537,Hip-Hop,Hip-Hop,International,16141,10174,11075,18156,11979,12974,[21],[21],"[130, 2, 524]"
99501,89178,43022,Hip-Hop,Hip-Hop,International,16074,14889,8426,17695,16856,10060,[21],"[100, 21]","[2, 172]"
86415,137901,148208,Hip-Hop,Hip-Hop,Folk,14551,20720,22097,16031,14456,22428,[21],[21],"[33, 17, 103]"
24422,96675,42135,Hip-Hop,Hip-Hop,Experimental,5347,15692,8267,6274,17695,9957,[21],[21],"[514, 38]"
75373,128441,116456,Hip-Hop,Hip-Hop,Folk,13247,19381,17927,12271,16031,19810,[21],[21],[17]
72784,95908,39259,Hip-Hop,Hip-Hop,Experimental,12921,2402,7800,3593,2283,2474,[21],[21],[38]
144170,110744,142519,Hip-Hop,Hip-Hop,Folk,21557,17152,21396,14543,16031,22678,"[539, 100, 21]",[21],[17]
113031,142360,42126,Hip-Hop,Hip-Hop,Experimental,17421,21372,8265,19302,16031,9954,[21],[21],"[38, 6]"
121322,75929,134940,Hip-Hop,Hip-Hop,International,18416,13303,20263,20304,15323,19607,"[811, 539, 100, 21]","[811, 21]","[1032, 2, 102]"
11782,26007,13666,Hip-Hop,Hip-Hop,Rock,2898,4918,3221,3089,4454,3736,[21],[21],[12]
121312,131016,142098,Hip-Hop,Hip-Hop,Instrumental,18416,19733,21337,20304,21503,21803,"[811, 539, 100, 21]",[21],"[107, 18, 1235]"
98550,123969,3908,Hip-Hop,Hip-Hop,Folk,15947,18752,988,12271,20707,559,"[539, 21]","[539, 21]",[17]
144212,132965,143186,Hip-Hop,Hip-Hop,Experimental,21564,20011,21487,16031,21462,22357,[21],"[539, 21]","[32, 38]"
113036,83715,31807,Hip-Hop,Hip-Hop,Folk,17422,14145,6636,12207,7473,4126,"[539, 100, 21]",[21],"[17, 103]"
121316,695,107616,Hip-Hop,Hip-Hop,Electronic,18416,197,16753,20304,138,18767,"[811, 539, 100, 21]",[21],"[286, 15]"
55101,131021,113027,Hip-Hop,Hip-Hop,Pop,10277,19733,17420,12085,21503,5673,"[811, 21]",[21],"[10, 76]"
69555,110082,85598,Hip-Hop,Hip-Hop,Pop,12353,17048,14436,14261,16031,3222,[21],[21],"[10, 362]"
75381,72786,84483,Hip-Hop,Hip-Hop,Electronic,13247,12921,14269,12271,3593,15307,[21],[21],"[297, 491, 468, 15]"
83715,6608,105413,Hip-Hop,Hip-Hop,Electronic,14145,2011,16469,7473,1882,15990,[21],[21],"[337, 15, 695, 183]"
36988,64338,145608,Hip-Hop,Hip-Hop,Rock,7492,11592,21755,6274,13450,23198,[21],[21],"[101, 12, 109, 45, 25, 31]"
26007,43859,126180,Hip-Hop,Hip-Hop,Instrumental,4918,8608,19064,4454,10231,20971,[21],"[811, 21]","[18, 1235]"
72131,108809,31390,Hip-Hop,Hip-Hop,Folk,12793,16889,6580,14456,18921,7458,[21],[21],"[17, 180]"
75390,61161,35444,Hip-Hop,Hip-Hop,Experimental,13248,11173,6957,12271,12085,7501,"[539, 21]","[811, 21]","[250, 38]"
75412,72789,128845,Hip-Hop,Hip-Hop,Experimental,13250,12921,19432,12271,3593,9289,"[539, 21]",[21],"[1, 125, 38]"
6611,71174,51265,Hip-Hop,Hip-Hop,Pop,2011,12630,9660,1882,11213,11476,[21],"[811, 21]",[10]
146713,79610,21891,Hip-Hop,Hip-Hop,Electronic,21896,13668,4830,23348,15701,5798,[21],[21],"[468, 15]"
13561,128666,131410,Hip-Hop,Hip-Hop,Experimental,3193,19401,19792,3702,17125,10184,[21],[21],"[32, 38, 47]"
55101,146148,124176,Hip-Hop,Hip-Hop,Instrumental,10277,21837,18776,12085,23260,19692,"[811, 21]",[21],"[18, 1235]"
145747,44236,119369,Hip-Hop,Hip-Hop,Experimental,21776,8660,18248,16031,6048,1885,[21],[21],"[1, 186, 38, 30]"
142358,12174,29243,Hip-Hop,Hip-Hop,Pop,21372,2964,6266,16031,3217,7290,[21],[21],"[10, 76]"
109670,63755,19673,Hip-Hop,Hip-Hop,International,17013,11515,4474,18921,7473,855,[21],[21],"[2, 171, 92]"
154306,77571,121734,Hip-Hop,Hip-Hop,Pop,22780,13463,18467,23208,15529,20335,"[811, 539, 21]",[21],[10]
24421,60477,28548,Hip-Hop,Hip-Hop,Electronic,5347,11069,6141,6274,12968,7171,[21],[21],[15]
75755,11920,133454,Hip-Hop,Hip-Hop,Instrumental,13285,2905,20057,12271,3070,21803,"[539, 21]",[21],"[18, 1235]"
146152,72789,134919,Hip-Hop,Hip-Hop,International,21837,12921,20262,23260,3593,19607,[21],[21],"[1032, 2, 102]"
108491,110070,62191,Hip-Hop,Hip-Hop,International,16872,17048,11285,18877,16031,13222,"[539, 21]",[21],"[81, 2, 92]"
97043,98556,139933,Hip-Hop,Hip-Hop,Electronic,15739,15947,21060,17784,12271,22400,"[539, 21]","[539, 21]","[296, 468, 15]"
97568,129904,73767,Hip-Hop,Hip-Hop,International,15804,19576,13057,17853,21421,14996,"[539, 21]","[539, 21]","[130, 2]"
43857,109670,45126,Hip-Hop,Hip-Hop,Pop,8608,17013,8762,10230,18921,9454,"[811, 21]",[21],"[10, 76, 362]"
75378,11787,19417,Hip-Hop,Hip-Hop,Pop,13247,2898,4411,12271,3089,5202,[21],[21],"[10, 76]"
86678,108493,126316,Hip-Hop,Hip-Hop,Instrumental,14597,16872,19089,8665,18879,20987,[21],"[539, 21]","[107, 1235]"
43867,110777,11674,Hip-Hop,Hip-Hop,International,8608,17152,2870,10229,16031,2795,"[811, 21]",[21],"[2, 46]"
123981,57821,131767,Hip-Hop,Hip-Hop,Pop,18754,10661,19851,20709,12533,21598,[21],"[811, 21]","[10, 76]"
71250,98622,149776,Hip-Hop,Hip-Hop,Experimental,12639,15953,22342,14544,17784,23714,"[100, 21]","[539, 21]",[38]
98550,12174,111416,Hip-Hop,Hip-Hop,Electronic,15947,2964,17222,12271,3217,19034,"[539, 21]",[21],"[15, 695]"
43867,43856,81083,Hip-Hop,Hip-Hop,Folk,8608,8608,13865,10229,10229,15865,"[811, 21]","[811, 21]","[33, 17]"
129675,105825,27454,Hip-Hop,Hip-Hop,Experimental,19541,16526,5939,17125,18584,281,[21],"[100, 21]","[38, 47]"
137901,142088,142947,Hip-Hop,Hip-Hop,Rock,20720,18166,21444,14456,19803,22765,[21],[21],"[25, 12, 85, 111]"
43911,123973,50956,Hip-Hop,Hip-Hop,Instrumental,8614,18752,9616,3738,20707,11431,[21],"[539, 21]","[18, 1235]"
98569,108491,54159,Hip-Hop,Hip-Hop,Instrumental,15948,16872,6480,15196,18877,11944,"[539, 21]","[539, 21]","[18, 1235]"
98583,11867,13666,Hip-Hop,Hip-Hop,Rock,15949,2901,3221,15196,3094,3736,"[539, 21]","[539, 21]",[12]
24432,40542,25606,Hip-Hop,Hip-Hop,International,5347,8034,5563,6274,5934,6543,[21],"[100, 21]","[2, 602, 79]"
